accession,label,protein_name,gene_name,organism,seq_length,keywords
Q13003,1,"Glutamate receptor ionotropic, kainate 3",GRIK3,Homo sapiens,919,Alternative splicing; Cell membrane; Disulfide bond; Glycoprotein; Ion channel; Ion transport; Isopeptide bond; Ligand-gated ion channel; Membrane; Phosphoprotein; Postsynaptic cell membrane; Proteomics identification; Receptor; Reference proteome; RNA editing; Signal; Synapse; Transmembrane; Transmembrane helix; Transport; Ubl conjugation
Q13018,1,Secretory phospholipase A2 receptor,PLA2R1,Homo sapiens,1463,3D-structure; Alternative splicing; Cell membrane; Disulfide bond; Endocytosis; Glycoprotein; Lectin; Membrane; Proteomics identification; Receptor; Reference proteome; Repeat; Secreted; Signal; Transmembrane; Transmembrane helix
Q13258,1,Prostaglandin D2 receptor,PTGDR,Homo sapiens,359,3D-structure; Alternative splicing; Asthma; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Mast cell degranulation; Membrane; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
Q13324,1,Corticotropin-releasing factor receptor 2,CRHR2,Homo sapiens,411,3D-structure; Alternative splicing; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Receptor; Reference proteome; Signal; Transducer; Transmembrane; Transmembrane helix
Q13326,1,Gamma-sarcoglycan,SGCG,Homo sapiens,291,Cell membrane; Cytoplasm; Cytoskeleton; Disease variant; Disulfide bond; Glycoprotein; Limb-girdle muscular dystrophy; Membrane; Proteomics identification; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
Q13445,1,Transmembrane emp24 domain-containing protein 1,TMED1,Homo sapiens,227,3D-structure; Cell membrane; Coiled coil; Direct protein sequencing; Endoplasmic reticulum; Golgi apparatus; Immunity; Innate immunity; Membrane; Protein transport; Proteomics identification; Reference proteome; Signal; Transmembrane; Transmembrane helix; Transport
Q13634,1,Cadherin-18,CDH18,Homo sapiens,790,Alternative splicing; Calcium; Cell adhesion; Cell membrane; Cleavage on pair of basic residues; Glycoprotein; Membrane; Metal-binding; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix
Q13639,1,5-hydroxytryptamine receptor 4,HTR4,Homo sapiens,388,3D-structure; Alternative splicing; Cell membrane; Disulfide bond; Endosome; G-protein coupled receptor; Glycoprotein; Membrane; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
Q13641,1,Trophoblast glycoprotein,TPBG,Homo sapiens,420,3D-structure; Cell membrane; Direct protein sequencing; Disulfide bond; Glycoprotein; Leucine-rich repeat; Membrane; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix
Q13651,1,Interleukin-10 receptor subunit alpha,IL10RA,Homo sapiens,578,3D-structure; Cell membrane; Cytoplasm; Direct protein sequencing; Disease variant; Disulfide bond; Glycoprotein; Membrane; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Signal; Transmembrane; Transmembrane helix; Ubl conjugation
Q14118,1,Dystroglycan 1,DAG1,Homo sapiens,895,3D-structure; Autocatalytic cleavage; Basement membrane; Cell membrane; Congenital muscular dystrophy; Cytoplasm; Cytoskeleton; Disease variant; Disulfide bond; Dystroglycanopathy; Extracellular matrix; Glycoprotein; Host cell receptor for virus entry; Host-virus interaction; Limb-girdle muscular dystrophy; Lissencephaly; Membrane; Nucleus; Phosphoprotein; Postsynaptic cell membrane; Proteomics identification; Receptor; Reference proteome; Secreted; Signal; Synapse; Transmembrane; Transmembrane helix
Q14332,1,Frizzled-2,FZD2,Homo sapiens,565,3D-structure; Cell membrane; Developmental protein; Disease variant; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Proteomics identification; Receptor; Reference proteome; Signal; Transducer; Transmembrane; Transmembrane helix; Ubl conjugation; Wnt signaling pathway
Q14517,1,Protocadherin Fat 1,FAT1,Homo sapiens,4588,Calcium; Cell adhesion; Cell membrane; Disulfide bond; EGF-like domain; Glycoprotein; Membrane; Nucleus; Proteomics identification; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix
Q14542,1,Equilibrative nucleoside transporter 2,SLC29A2,Homo sapiens,456,Alternative splicing; Cell membrane; Glycoprotein; Membrane; Phosphoprotein; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix; Transport
Q14627,1,Interleukin-13 receptor subunit alpha-2,IL13RA2,Homo sapiens,380,3D-structure; Cell membrane; Disulfide bond; Glycoprotein; Membrane; Proteomics identification; Receptor; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix
Q14953,1,Killer cell immunoglobulin-like receptor 2DS5,KIR2DS5,Homo sapiens,304,Cell membrane; Disulfide bond; Glycoprotein; Immunoglobulin domain; Membrane; Receptor; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix
Q15043,1,Metal cation symporter ZIP14,SLC39A14,Homo sapiens,492,Alternative splicing; Cell membrane; Disease variant; Dystonia; Endosome; Glycoprotein; Ion transport; Lysosome; Membrane; Neurodegeneration; Parkinsonism; Proteomics identification; Reference proteome; Signal; Transmembrane; Transmembrane helix; Transport; Ubl conjugation; Zinc; Zinc transport
Q15049,1,Membrane protein MLC1,MLC1,Homo sapiens,377,Alternative splicing; Cell membrane; Cytoplasm; Direct protein sequencing; Disease variant; Endoplasmic reticulum; Membrane; Phosphoprotein; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix
Q15722,1,Leukotriene B4 receptor 1,LTB4R,Homo sapiens,352,3D-structure; Cell membrane; G-protein coupled receptor; Glycoprotein; Membrane; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix
Q15743,1,G-protein coupled receptor 68,GPR68,Homo sapiens,365,3D-structure; Amelogenesis imperfecta; Cell membrane; Disease variant; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Proteomics identification; Receptor; Reference proteome; Transducer; Transmembrane; Transmembrane helix; Tumor suppressor
Q16099,1,"Glutamate receptor ionotropic, kainate 4",GRIK4,Homo sapiens,956,Cell membrane; Cell projection; Glycoprotein; Ion channel; Ion transport; Ligand-gated ion channel; Membrane; Postsynaptic cell membrane; Proteomics identification; Receptor; Reference proteome; Signal; Synapse; Transmembrane; Transmembrane helix; Transport
Q16581,1,C3a anaphylatoxin chemotactic receptor,C3AR1,Homo sapiens,482,3D-structure; Cell membrane; Chemotaxis; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Sulfation; Transducer; Transmembrane; Transmembrane helix
Q16620,1,BDNF/NT-3 growth factors receptor,NTRK2,Homo sapiens,822,3D-structure; Alternative splicing; ATP-binding; Cell membrane; Cell projection; Cytoplasm; Developmental protein; Differentiation; Disease variant; Disulfide bond; Endosome; Epilepsy; Glycoprotein; Immunoglobulin domain; Kinase; Leucine-rich repeat; Membrane; Neurogenesis; Nucleotide-binding; Obesity; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Repeat; Signal; Synapse; Transferase; Transmembrane; Transmembrane helix; Tyrosine-protein kinase; Ubl conjugation
Q16820,1,Meprin A subunit beta,MEP1B,Homo sapiens,701,3D-structure; Cell membrane; Direct protein sequencing; Disulfide bond; EGF-like domain; Glycoprotein; Hydrolase; Inflammatory response; Membrane; Metal-binding; Metalloprotease; Phosphoprotein; Protease; Proteomics identification; Reference proteome; Secreted; Signal; Transmembrane; Transmembrane helix; Zinc; Zymogen
Q2M3M2,1,Sodium/glucose cotransporter 4,SLC5A9,Homo sapiens,681,Alternative splicing; Cell membrane; Glycoprotein; Ion transport; Membrane; Phosphoprotein; Proteomics identification; Reference proteome; Sodium; Sodium transport; Sugar transport; Symport; Transmembrane; Transmembrane helix; Transport
Q2M3R5,1,Solute carrier family 35 member G1,SLC35G1,Homo sapiens,365,Alternative splicing; Cell membrane; Endoplasmic reticulum; Membrane; Proteomics identification; Reference proteome; Repeat; Transmembrane; Transmembrane helix
Q2WGJ9,1,Fer-1-like protein 6,FER1L6,Homo sapiens,1857,Calcium; Cell membrane; Cytoplasm; Endosome; Golgi apparatus; Membrane; Metal-binding; Proteomics identification; Reference proteome; Repeat; Transmembrane; Transmembrane helix
Q32M45,1,Anoctamin-4,ANO4,Homo sapiens,955,Alternative splicing; Cell membrane; Glycoprotein; Lipid transport; Membrane; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix; Transport
Q58EX2,1,Protein sidekick-2,SDK2,Homo sapiens,2172,3D-structure; Alternative splicing; Cell adhesion; Cell membrane; Disulfide bond; Glycoprotein; Immunoglobulin domain; Membrane; Proteomics identification; Reference proteome; Repeat; Signal; Synapse; Transmembrane; Transmembrane helix
Q5MY95,1,Ectonucleoside triphosphate diphosphohydrolase 8,ENTPD8,Homo sapiens,495,Alternative splicing; ATP-binding; Calcium; Cell membrane; Disulfide bond; Glycoprotein; Hydrolase; Magnesium; Membrane; Metal-binding; Nucleotide-binding; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix
Q5T197,1,E3 ubiquitin-protein ligase DCST1,DCST1,Homo sapiens,706,Alternative splicing; Cell membrane; Cytoplasmic vesicle; Glycoprotein; Immunity; Innate immunity; Membrane; Metal-binding; Reference proteome; Transferase; Transmembrane; Transmembrane helix; Ubl conjugation pathway; Zinc; Zinc-finger
Q5T4F4,1,Protrudin,ZFYVE27,Homo sapiens,411,3D-structure; Alternative splicing; Cell membrane; Cell projection; Disease variant; Endoplasmic reticulum; Endosome; Hereditary spastic paraplegia; Membrane; Metal-binding; Neurodegeneration; Phosphoprotein; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix; Zinc; Zinc-finger
Q5T7P8,1,Synaptotagmin-6,SYT6,Homo sapiens,510,Alternative splicing; Calcium; Cell membrane; Cytoplasm; Cytoplasmic vesicle; Disulfide bond; Membrane; Metal-binding; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Synapse; Transmembrane; Transmembrane helix
Q5T848,1,Metabotropic glycine receptor,GPR158,Homo sapiens,1215,3D-structure; Cell membrane; Cell projection; Disulfide bond; G-protein coupled receptor; Glycoprotein; Isopeptide bond; Membrane; Nucleus; Phosphoprotein; Postsynaptic cell membrane; Proteomics identification; Receptor; Reference proteome; Repeat; Signal; Synapse; Transducer; Transmembrane; Transmembrane helix; Ubl conjugation
Q5VUB5,1,Protein FAM171A1,FAM171A1,Homo sapiens,890,Cell membrane; Glycoprotein; Membrane; Phosphoprotein; Proteomics identification; Reference proteome; Signal; Transmembrane; Transmembrane helix
Q5VW38,1,Protein GPR107,GPR107,Homo sapiens,600,Alternative splicing; Cell membrane; Disulfide bond; Glycoprotein; Golgi apparatus; Membrane; Proteomics identification; Reference proteome; Signal; Transmembrane; Transmembrane helix
Q6EIG7,1,C-type lectin domain family 6 member A,CLEC6A,Homo sapiens,209,3D-structure; Adaptive immunity; Alternative splicing; Calcium; Cell membrane; Disulfide bond; Glycoprotein; Immunity; Innate immunity; Lectin; Membrane; Metal-binding; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
Q6GPH6,1,"Inositol 1,4,5-trisphosphate receptor-interacting protein-like 1",ITPRIPL1,Homo sapiens,555,Alternative splicing; Cell membrane; Coiled coil; Membrane; Proteomics identification; Reference proteome; Signal; Transmembrane; Transmembrane helix
Q6N022,1,Teneurin-4,TENM4,Homo sapiens,2769,3D-structure; Cell membrane; Cell projection; Cytoplasm; Developmental protein; Differentiation; Disease variant; Disulfide bond; EGF-like domain; Glycoprotein; Membrane; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Transmembrane; Transmembrane helix
Q6P5W5,1,Zinc transporter ZIP4,SLC39A4,Homo sapiens,647,Alternative splicing; Cadmium; Cell membrane; Disease variant; Disulfide bond; Endosome; Glycoprotein; Ion transport; Membrane; Metal-binding; Proteomics identification; Reference proteome; Signal; Transmembrane; Transmembrane helix; Transport; Ubl conjugation; Zinc; Zinc transport
Q6PCB8,1,Embigin,EMB,Homo sapiens,327,3D-structure; Alternative splicing; Cell membrane; Disulfide bond; Glycoprotein; Immunoglobulin domain; Membrane; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Signal; Synapse; Transmembrane; Transmembrane helix
Q6PIZ9,1,T-cell receptor-associated transmembrane adapter 1,TRAT1,Homo sapiens,186,Adaptive immunity; Cell membrane; Direct protein sequencing; Disulfide bond; Immunity; Membrane; Phosphoprotein; Proteomics identification; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
Q6PJF5,1,Inactive rhomboid protein 2,RHBDF2,Homo sapiens,856,3D-structure; Alternative splicing; Cell membrane; Disease variant; Endoplasmic reticulum; Growth factor binding; Membrane; Palmoplantar keratoderma; Phosphoprotein; Protein transport; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix; Transport
Q6PJW8,1,Consortin,CNST,Homo sapiens,725,Alternative splicing; Cell membrane; Cytoplasmic vesicle; Golgi apparatus; Membrane; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix
Q6QNK2,1,Adhesion G-protein coupled receptor D1,ADGRD1,Homo sapiens,874,3D-structure; Alternative splicing; Cell membrane; Disulfide bond; G-protein coupled receptor; Glycoprotein; Membrane; Proteomics identification; Receptor; Reference proteome; Signal; Transducer; Transmembrane; Transmembrane helix
Q6UX01,1,Protein LMBR1L,LMBR1L,Homo sapiens,489,Alternative splicing; Cell membrane; Endocytosis; Endoplasmic reticulum; Membrane; Proteomics identification; Receptor; Reference proteome; Transmembrane; Transmembrane helix; Wnt signaling pathway
Q6UX65,1,DNA damage-regulated autophagy modulator protein 2,DRAM2,Homo sapiens,266,Apoptosis; Autophagy; Cell membrane; Cone-rod dystrophy; Disease variant; Lysosome; Membrane; Proteomics identification; Reference proteome; Transmembrane; Transmembrane helix
Q6UXB4,1,C-type lectin domain family 4 member G,CLEC4G,Homo sapiens,293,Cell membrane; Coiled coil; Disulfide bond; Glycoprotein; Host cell receptor for virus entry; Host-virus interaction; Lectin; Membrane; Phosphoprotein; Proteomics identification; Receptor; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
Q6UXG2,1,Endosome/lysosome-associated apoptosis and autophagy regulator 1,ELAPOR1,Homo sapiens,1013,Alternative splicing; Autophagy; Cell membrane; Disulfide bond; Endoplasmic reticulum; Endosome; Glycoprotein; Golgi apparatus; Lysosome; Membrane; Proteomics identification; Reference proteome; Signal; Transmembrane; Transmembrane helix
Q6UXV0,1,GDNF family receptor alpha-like,GFRAL,Homo sapiens,394,3D-structure; Cell membrane; Disulfide bond; Glycoprotein; Hormone; Membrane; Receptor; Reference proteome; Signal; Transmembrane; Transmembrane helix
Q6UY09,1,Cell adhesion molecule CEACAM20,CEACAM20,Homo sapiens,596,Alternative splicing; Cell membrane; Cell projection; Disulfide bond; Glycoprotein; Immunity; Immunoglobulin domain; Membrane; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix
